1684482083958_3770_810983451276_516462765.mp3,no,yes
1684543504539_3737_810974214208_516483766.mp3,no,yes
1684545942857_3739_810976599256_516498027.mp3,no,yes
1684556199890_3750_810948824383_516572428.mp3,no,yes
1684566077886_3733_810388680678_516616047.mp3,no,yes
1684629261087_3630_810909810626_516671955.mp3,no,yes
1684633774361_3630_810705997856_521722330.mp3,no,yes
1684644698262_3768_810966855539_521796165.mp3,no,yes
1684715849205_3751_810376571471_516834764.mp3,no,yes
1684716851039_3733_810931137462_521866386.mp3,no,yes
1684720920084_3730_810378153363_521898506.mp3,no,yes
1684728549649_3772_810918114500_516899508.mp3,no,yes
1684744664764_3730_810377524138_516966295.mp3,no,yes
1684802404517_3747_850374548576_516993345.mp3,no,yes
1684802506193_3736_810904587384_516994050.mp3,no,yes
1684806496332_3749_810988696992_517019555.mp3,no,yes
1684822648373_3771_810969732398_517122303.mp3,no,yes
1684833853236_3609_810353263827_522200606.mp3,no,yes
1684888931416_3749_810343539609_517182104.mp3,no,yes
1684892057807_3622_810936233078_522231200.mp3,no,yes
1684894886614_3703_810933794194_517223203.mp3,no,yes
1684897826214_3739_850971746572_517246912.mp3,no,yes
1684975568352_3749_810965073286_517364105.mp3,no,yes
1684997958420_3732_810968502918_517496149.mp3,no,yes
1684999898682_3739_810387660098_517502999.mp3,no,yes
1685151270006_3734_850394181222_517726384.mp3,no,yes
1685322383795_3766_810909188306_518040338.mp3,no,yes
1685494750260_3737_850353493218_518407003.mp3,no,yes
1685516347722_3400_810369471018_518528189.mp3,no,yes
1685522345134_3738_810345372572_518549972.mp3,no,yes
1685591658742_3600_810767452618_518640983.mp3,no,yes
1685765679849_3466_810349588336_518975613.mp3,no,yes
1685844406768_3738_810352588311_519071169.mp3,no,yes
1685949627783_3733_810835714113_524349843.mp3,no,yes
1686024579859_3755_810974185430_524474314.mp3,no,yes
1686099538159_3755_810784686865_519532973.mp3,no,yes
1686112245381_3729_810337445113_524660857.mp3,no,yes
1686285301787_3769_810337445113_519982400.mp3,no,yes
